NAME,median age male,median age female,total travel time to work,travel time to work: less than 5 minutes,travel time to work: 5 to 9 minutes,travel time to work: 10 to 14 minutes,travel time to work: 15 to 19 minutes,travel time to work: 20 to 24 minutes,travel time to work: 25 to 29 minutes,travel time to work: 30 to 34 minutes,travel time to work: 35 to 39 minutes,travel time to work: 40 to 44 minutes,travel time to work: 45 to 59 minutes,travel time to work: 60 to 89 minutes,travel time to work: 90 or more minutes,own children under 18 years by family type and age,total household type,household type: married-couple family,"household type: male householder, no wife present","household type: female householder, no husband present",household type: householder living alone,household type: householder not living alone,total male over 15years,male never married,male now married,male widowed,male divorced,total female over 15 years,female never married,female now married,female widowed,female divorced,women who had a birth in the past 12 months,male no schooling completed,male high school graduate (includes equivalency),male bachelor's degree,male master's degree,male doctorate degree,female no schooling completed,female high school graduate (includes equivalency),female bachelor's degree,female master's degree,female doctorate degree,total income in the past 12 months,total income in the past 12 months at or above poverty level,total income in the past 12 months below poverty level,median household income in the past 12 months (in 2018 inflation-adjusted dollars),total household in the past 12 months with/without public assist or stamps,household with cash public assistance or food stamps/snap in the past year,gini index,per capita income in the past 12 months (in 2018 inflation-adjusted dollars),mean usual hours worked male,mean usual hours worked female,total employment status 16 and over,employed population 16 years and over,housing units,housing tenure owner occupied,housing tenure renter occupied,median number of rooms,median contract rent,median monthly housing costs,no household computer,no household internet access,state_name,county
"Shelby County, Tennessee",33.9,37.7,413493,6114,28493,53247,74581,87932,34786,77853,11045,10112,19394,6372,3564,195970,352648,130535,16626,67058,118681,19748,346209,155503,154596,7998,28112,394371,160303,155401,29821,48846,14460,4120,84391,51611,21525,4750,3998,91231,64745,33289,4032,919075,719581,199494,47500,352648,57806,0.5135,28145,41.1,37.1,729488,430511,406236,194127,158521,5.6,694,958,53319,72453,Tennessee,SHELBY
"Sullivan County, Tennessee",43.7,46.3,59916,1186,6492,9535,13971,8909,4864,6647,1867,1631,2881,847,1086,26384,64504,29420,3442,6724,22361,2557,63503,17581,33140,2848,9934,68798,14784,33113,8503,12398,1281,401,19127,9850,3060,920,384,19176,8665,3787,310,154553,128580,25973,44652,64504,10093,0.4962,28121,41.5,36.4,130427,64136,75724,46264,18240,5.6,470,629,7699,9610,Tennessee,SULLIVAN
"Sumner County, Tennessee",38.8,42.3,87293,1862,6528,11374,11018,8923,4570,11174,3823,5062,12639,8935,1385,38377,68439,37675,3811,7821,15922,3210,72736,21248,40773,1785,8930,77707,18717,40076,7557,11357,2440,310,19679,11150,3027,259,934,19765,12229,4724,563,184690,168568,16122,65948,68439,6720,0.4448,33497,42.1,36.7,147772,93821,73709,50610,17829,6.1,843,1054,4725,6434,Tennessee,SUMNER
"Washington County, Tennessee",39.2,41.7,54625,1139,7401,9103,11333,9654,5045,4940,1392,529,1858,1160,1071,21476,54433,26138,2815,5228,16914,3338,52818,16793,27905,2115,6005,55766,13891,28782,5895,7198,1089,445,11598,9021,3357,643,530,11701,8286,4201,1071,123917,105443,18474,48765,54433,6865,0.4904,29356,40.1,35.8,107473,59336,60856,34112,20321,5.4,582,755,5450,7742,Tennessee,WASHINGTON
"Williamson County, Tennessee",38.7,40.6,103421,1824,9215,10200,12196,13617,9756,15641,5108,6118,12914,5263,1569,60056,80601,55304,1869,6771,13624,3033,88015,21969,59328,1753,4965,92715,21179,56922,5040,9574,2760,304,9034,29175,11234,2643,110,9850,32093,11655,2175,231153,224021,7132,110700,80601,1794,0.4333,51635,42.7,35,176453,119373,85031,65455,15146,7.6,1389,1591,2166,2995,Tennessee,WILLIAMSON
"Wilson County, Tennessee",37.5,42.2,64610,1171,4107,6102,7229,6361,3923,10807,3199,4198,10350,6108,1055,29156,52489,30952,2651,4638,11123,3125,54522,14540,32230,1583,6169,58492,12018,35349,4553,6572,1790,144,15459,10289,3384,493,139,14180,10259,4934,411,138547,127126,11421,76756,52489,4733,0.4037,33537,42.6,36.8,110741,71361,55159,40389,12100,6.1,922,1146,3267,4557,Tennessee,WILSON
"Angelina County, Texas",36.8,40,32939,2133,6914,8234,6338,2460,1732,1037,394,119,642,1049,1887,17936,29898,14338,2276,5001,7086,1197,33093,11071,16639,1524,3859,35569,8951,16438,4107,6073,396,746,10242,2917,437,422,1122,7703,4204,1230,152,84905,69636,15269,47519,29898,5880,0.427,21390,42.4,37.2,67221,35213,36995,19437,10461,5.1,595,777,2593,3763,Texas,ANGELINA
"Bastrop County, Texas",37.9,38.8,36049,1135,2393,1387,4480,2673,2058,4546,1233,2189,8865,4489,601,17581,25334,13257,2044,3557,5372,1104,34647,13144,16119,1232,4152,34274,11575,15434,2860,4405,876,620,9151,3851,941,350,608,9181,4908,877,265,84840,73792,11048,69067,25334,1509,0.4253,26588,42.4,37.2,67002,38109,30175,20694,4640,5.9,882,930,2718,3829,Texas,BASTROP
"Bell County, Texas",29.7,33,150831,4462,19998,29020,30092,22939,6184,14669,2789,3621,8486,5976,2595,89641,123188,60293,5916,17574,33332,6073,134034,48588,70709,3641,11096,137632,41069,72635,9672,14256,6987,1097,28382,15661,6272,1101,1085,30904,19007,8941,634,343548,299584,43964,54495,123188,17438,0.4226,25490,42.9,37,267437,148030,142436,66884,56304,5.2,756,956,9254,11964,Texas,BELL
"Bexar County, Texas",32.5,35,884931,13505,61961,102249,154149,152786,75735,144753,24295,37421,68731,34412,14934,431873,644193,283189,33436,94893,194301,38374,764637,322604,349778,17335,74920,797059,284145,343857,64992,104065,26111,11061,169622,97342,40162,7455,14021,160207,118752,53008,5389,1952157,1614929,337228,54149,644193,91695,0.4792,26470,40.8,37.2,1534680,922429,700241,373665,270528,5.4,848,1024,44369,80622,Texas,BEXAR
"Bowie County, Texas",36.6,38.6,36072,1363,4620,12864,4138,5853,1076,2895,707,495,1257,377,427,19138,35228,14387,1800,7364,10800,877,37903,12238,18244,1391,6030,37426,10270,17272,4154,5730,1519,245,11698,5247,966,276,71,9689,4551,1662,114,88549,71354,17195,47134,35228,5023,0.5067,26129,42.4,37.2,73446,36966,40038,21502,13726,5.4,620,700,6466,7886,Texas,BOWIE
"Brazoria County, Texas",35.6,36.5,157539,1662,11248,18423,18974,20035,10007,24414,6592,9270,19072,14726,3116,86030,120802,68856,5245,12481,28579,5641,145461,49105,79488,3055,13813,143116,35769,81583,11618,14146,3906,1255,34835,21032,4885,1461,1506,27213,22489,9666,1449,357781,322330,35451,73623,120802,9226,0.4278,31712,43.2,37.7,283483,169481,139484,84553,36249,5.8,1014,1195,8081,9899,Texas,BRAZORIA
"Brazos County, Texas",26.4,27.6,99248,3003,10653,23414,30931,15806,5314,5326,496,1406,1038,1230,631,40561,81030,31158,2722,8393,24801,13956,94862,51403,37012,720,5727,92146,43409,35113,4526,9098,2606,811,12542,12009,7232,5838,950,10207,16342,5635,3013,211145,159017,52128,50110,81030,5792,0.5014,26971,39.7,34,185017,103742,92697,36712,44318,5,800,1003,3449,7150,Texas,BRAZOS
"Cameron County, Texas",30,34.4,153511,1902,13525,29154,34890,31492,7037,21112,1990,3857,4105,3286,1161,100962,124812,63732,9307,26031,23199,2543,151681,56876,78262,5020,11523,166145,51664,84235,17066,13180,4952,4191,30295,13425,4089,790,4657,38942,16068,5132,909,420857,302436,118421,38378,124812,29786,0.4708,16788,40.3,36.1,310656,163171,152374,82913,41899,4.9,549,616,21339,32946,Texas,CAMERON
"Collin County, Texas",36.3,37.8,472707,8271,30375,53568,62757,69732,30620,70088,18938,26771,55660,36109,9818,243489,344824,210875,12033,30136,74552,17228,386193,117902,236431,5224,26636,405750,107363,230642,25265,42480,11081,2438,46215,103776,51636,8016,3579,57729,114120,47984,4701,997405,931011,66394,96051,344824,11194,0.4361,43910,42.3,37.5,774988,527036,377384,223994,120830,6.5,1238,1609,5587,13788,Texas,COLLIN
"Comal County, Texas",39.9,42,58311,1019,4723,8642,8484,4087,1368,9000,2199,1447,9888,5546,1908,30764,53182,32533,1636,4214,13213,1586,59608,17727,36286,1237,4358,61237,13061,35846,4954,7376,2005,683,12962,11296,4601,298,1304,13239,12762,4975,609,147197,138221,8976,76203,53182,2471,0.4503,37782,42.6,36.9,119542,63689,60949,40439,12743,5.8,1042,1157,3159,3992,Texas,COMAL
"Coryell County, Texas",30.2,34.6,26743,1750,5265,4211,5514,2288,1521,2233,756,684,898,917,706,14990,21491,9856,788,3852,5962,1033,29593,13350,12778,706,2759,30572,10266,12707,2308,5291,513,197,5839,2341,361,37,33,6713,2999,1087,74,59427,50084,9343,46131,21491,2321,0.4018,19278,42.4,37.2,59586,23185,26850,12694,8797,5.3,619,791,2075,3003,Texas,CORYELL
"Dallas County, Texas",32.6,34.4,1245923,16387,77396,142381,177614,188036,95279,229411,42020,63037,117851,73810,22701,584915,937438,407047,53241,141079,275809,60262,1006273,418938,486495,19721,81119,1052889,374337,484996,72050,121506,35254,19094,190283,165075,67122,8688,20580,203018,174995,76986,8064,2606979,2239397,367582,59839,937438,96187,0.4931,32467,42.1,38,2022625,1333559,1027930,458831,478607,5,968,1154,79622,132147,Texas,DALLAS
"Denton County, Texas",35.1,36.5,427678,7151,30792,47438,57033,61753,29743,70570,21738,19035,45491,27895,9039,198068,297899,173783,11216,27407,65570,19923,333874,110287,192850,4462,26275,350904,102538,190466,20987,36913,9818,3853,47639,84794,32110,3520,3403,52637,94100,36342,3353,847555,783366,64189,88117,297899,14733,0.4321,40968,42.3,37.7,673154,469327,319979,195182,102717,6.1,1093,1486,6302,11733,Texas,DENTON
"Ector County, Texas",30.2,31.2,72277,1918,7022,13809,12047,11679,2419,10647,416,1034,3493,4231,3562,42583,54326,26770,2936,9277,13687,1656,61163,18655,34002,1971,6535,59351,15949,30798,5488,7116,2161,1245,15265,5261,1515,369,867,13818,5233,1985,177,160001,142344,17657,64165,54326,5453,0.4547,30683,47.8,36.7,117708,75990,58685,35149,19177,5.1,886,922,4036,7076,Texas,ECTOR
"Ellis County, Texas",34.9,37.3,82821,2957,7054,8919,12855,7631,3595,9701,3629,3479,10726,9841,2434,41201,58633,35834,2111,8144,10958,1586,67904,19845,41436,1506,5117,72342,18552,41079,5025,7686,1859,903,16286,10002,2963,413,1063,16319,11288,4611,79,177669,163233,14436,77794,58633,4436,0.4291,33727,44.6,37.4,137246,89419,63506,44101,14532,6,900,1218,2083,3493,Texas,ELLIS
"El Paso County, Texas",30.6,34.5,354529,8850,28155,47060,65172,68163,33091,57524,6714,8657,18319,6559,6265,191238,270160,124000,16150,50077,70395,9538,318489,123565,159556,8411,26957,332958,107732,155683,27610,41933,10673,6482,58877,37576,14416,1992,9919,60254,42772,17132,1680,823311,653820,169491,43958,270160,58869,0.4848,21687,41.3,35.6,639198,360160,299672,164898,105262,5.4,679,798,27307,42213,Texas,EL PASO
"Fort Bend County, Texas",35.9,37.3,348368,3159,16562,25191,40467,36166,23046,62597,15595,23678,56724,37974,7209,195891,245410,161679,9667,27800,39430,6834,296114,92458,183340,3861,16455,313982,80927,188287,18760,26008,10414,3605,46582,68805,31591,7562,6118,49894,74837,35525,6201,781373,719076,62297,91931,245410,19083,0.4386,38710,42,37,597161,383153,260764,189041,56369,6.8,1249,1579,7000,13626,Texas,FORT BEND
"Galveston County, Texas",36.7,38.9,152801,2722,13367,20424,24075,21581,7169,21974,3902,6453,12923,12589,5622,73217,121976,63406,6078,13473,30640,8379,132056,41559,71503,3679,15315,138044,38322,71074,10996,17652,4915,586,26343,22507,5760,2207,1196,28492,26960,8648,2191,330816,292060,38756,73840,121976,14500,0.4722,36458,43.5,36.8,265834,160521,148293,82909,39067,5.6,958,1174,8060,11709,Texas,GALVESTON
"Grayson County, Texas",38.3,42.5,58374,1525,8217,10833,9051,4982,3243,6305,1196,2039,3687,4133,3163,25459,48963,23931,1596,6310,15281,1845,51587,15816,27018,967,7786,56542,14425,27462,6099,8556,1410,649,12817,5232,2163,433,438,13980,6648,2861,334,131708,116464,15244,51158,48963,4761,0.4405,27017,41.7,37.4,106706,61509,56735,32796,16167,5.8,735,827,3725,7962,Texas,GRAYSON
"Gregg County, Texas",34.6,36.8,54293,3007,7419,8057,12403,11927,2590,4056,679,237,2202,829,887,25253,45513,20611,2559,6342,12443,3558,45935,17821,21627,711,5776,51181,14463,24313,4325,8080,797,249,11919,3840,2047,167,768,12049,6759,2330,344,119545,102586,16959,51361,45513,5382,0.4792,27268,44.1,36.5,95713,56452,52093,27159,18354,5.2,674,803,4383,6753,Texas,GREGG
"Guadalupe County, Texas",36.2,38,73075,1173,5727,10649,11843,10666,3456,9239,3635,3739,7562,3786,1600,34722,54789,30492,3508,7568,11282,1939,63555,20927,34705,1592,6331,66380,17680,35439,4351,8910,1307,1200,17125,9666,3436,687,804,17704,10248,4270,459,162000,149142,12858,74459,54789,2879,0.4096,32594,43.9,38.7,126505,76946,60138,43285,11504,5.9,907,1148,3540,5860,Texas,GUADALUPE
"Harris County, Texas",33,34.5,2131277,24478,131464,207343,297711,312671,139206,398876,82268,99309,229076,164839,44036,1075025,1600357,745948,97075,259803,405770,91761,1800067,726528,891303,33942,148294,1848999,635944,885034,124296,203725,70994,41676,350255,281358,114491,23368,38595,355828,317549,131129,16974,4650812,3878920,771892,60232,1600357,236008,0.4958,31293,42.4,37.6,3575799,2269657,1788357,865773,734584,5.3,915,1117,106033,184032,Texas,HARRIS
"Harrison County, Texas",35.8,39.6,27233,886,3188,4398,5175,5736,1001,2803,558,1079,1017,1170,222,40561,22928,11907,989,2870,6099,1063,25541,8833,13005,1385,2318,27991,8977,13594,2217,3203,831,208,6863,2736,730,264,188,8368,3311,1007,52,65409,58055,7354,50561,22928,4148,0.4487,24878,42.4,37.2,52209,29157,28731,16001,6927,5.7,538,683,3024,6017,Texas,HARRISON
"Hays County, Texas",31.3,32.7,103589,1951,10367,10020,13123,10957,3427,12516,3632,4764,16552,11480,4800,44166,75164,39413,3461,5468,17884,8938,89363,36857,45111,1423,5972,91197,35130,42508,4430,9129,1375,925,18740,16742,5476,373,505,15507,17964,7735,1560,216347,181707,34640,65943,75164,4113,0.4692,31742,41.3,36.2,177260,112641,81999,46356,28808,5.4,1022,1292,2987,6808,Texas,HAYS
"Henderson County, Texas",41.5,44,27109,414,4059,3809,3327,3236,1560,2968,295,350,2370,2600,2121,15190,30843,15659,585,4536,9098,965,31788,9799,18027,1398,2564,35212,7252,16887,5431,5642,931,190,8878,3122,985,81,560,10400,3672,1183,59,80972,63914,17058,42020,30843,4078,0.5042,25342,42.4,37.2,66409,29917,41483,23400,7443,5.1,556,624,4239,5855,Texas,HENDERSON
"Hidalgo County, Texas",28,31.1,310211,7475,34166,54187,62255,53080,22561,46372,3942,4635,10266,4341,6931,225496,237323,123754,11204,55212,40356,6797,304473,119579,159346,7460,18088,327411,105349,157422,30853,33787,13603,9736,58691,30046,7873,1568,9542,58705,34506,12047,1374,855885,595126,260759,39165,237323,69836,0.4928,16819,41.2,36.4,614895,338116,281655,162821,74502,4.8,557,634,38001,63224,Texas,HIDALGO
"Hunt County, Texas",37.5,40.5,40938,719,5974,5729,6632,3383,1836,3748,1036,870,2901,6345,1765,21219,34132,18424,1022,4073,9133,1480,37976,11682,21425,984,3885,39276,10074,20203,3692,5307,966,231,9532,4836,1050,301,102,11507,4279,1229,369,93804,81920,11884,55248,34132,4291,0.4453,26453,42.5,37.7,75537,43943,38087,22859,11273,5.2,736,858,2524,5195,Texas,HUNT
"Jefferson County, Texas",35.6,36.9,101330,2427,11833,17563,22182,20576,3550,12398,1662,1170,2709,3947,1313,54114,90839,40286,2898,15765,28090,3800,104187,40675,49839,2879,10794,98870,31457,46070,8874,12469,3786,2241,28805,10803,2401,879,2058,23685,13645,4453,315,238819,194686,44133,47177,90839,19438,0.5048,25552,40.9,35.6,199452,104575,108771,54371,36468,5.4,700,797,9319,18007,Texas,JEFFERSON
"Johnson County, Texas",36.5,37.7,75511,1548,3714,7145,3865,10893,4107,17052,1879,4039,13485,4119,3665,36178,59180,35360,4224,5273,11861,2462,66805,18019,39284,2013,7489,67660,14008,40707,4781,8164,2409,582,18672,6037,2576,280,622,21045,7392,3063,227,167517,149790,17727,62390,59180,7132,0.4038,27949,44.9,37.8,132376,78119,62798,43630,15550,5.3,821,1002,3227,4278,Texas,JOHNSON
"Kaufman County, Texas",35.1,35.3,57550,3051,3359,6241,4621,4132,2275,6564,1824,2305,9829,9627,3722,30593,39049,22356,1908,6455,6529,1801,48058,14213,26880,1208,5757,51173,13291,27829,3516,6537,1863,728,13198,5459,1513,715,413,11915,5543,2809,139,127283,110257,17026,66668,39049,4289,0.4229,28069,42.3,37.6,96709,61393,42483,29206,9843,5.8,747,1104,3534,6651,Texas,KAUFMAN
"Liberty County, Texas",32.7,37.5,30921,963,2541,2598,2853,3140,572,3992,1289,702,3888,5891,2492,19805,27468,14310,691,3065,8919,483,32624,10542,17227,977,3878,34966,9144,17326,3208,5288,1369,428,10286,1736,957,0,325,11343,2049,588,0,77343,67522,9821,51955,27468,3857,0.419,22335,42.4,37.2,66358,32179,31734,21441,6027,5.6,643,720,4187,5651,Texas,LIBERTY
"Lubbock County, Texas",29.9,32.2,144436,5174,28116,34277,39025,20013,3497,6999,1082,443,1934,1803,2073,61702,115686,50525,6145,14528,31674,12814,120753,51082,55387,2834,11450,125340,44904,55485,8906,16045,5282,1179,24444,15376,5125,2044,1301,24312,19286,7807,1295,294817,242053,52764,50505,115686,14682,0.4829,27520,41.3,34.1,241507,152030,129669,64994,50692,5.2,733,941,8270,15188,Texas,LUBBOCK
"McLennan County, Texas",31.3,34.5,110234,3369,14659,21167,29260,18113,6245,9349,716,1949,2325,1402,1680,53282,92158,42008,4436,14264,23972,7478,97372,39130,48808,1879,7555,104961,36085,47024,8873,12979,3022,680,21163,11746,3710,846,896,20045,13280,6036,761,243500,195536,47964,48713,92158,13769,0.4589,24166,40.9,35.8,199014,115561,102458,52695,39463,5.4,696,886,10609,13261,Texas,MCLENNAN
"Midland County, Texas",32,31.5,87305,2217,9348,22591,20290,10860,2362,12094,806,434,1466,2823,2014,44213,57636,28291,3919,6407,15928,3091,65486,21018,36160,1819,6489,64852,19725,31281,4847,8999,1580,1887,14442,10630,3385,244,1050,11273,10969,3811,249,171088,153950,17138,81210,57636,2360,0.4742,39783,46.2,38.7,127958,91188,61872,38141,19495,5.5,1129,1142,3280,5851,Texas,MIDLAND
"Montgomery County, Texas",36,38.6,255398,4242,17886,25694,27782,29701,16380,36714,6809,12534,34974,34808,7874,142140,202797,118143,8383,20801,43947,11523,227799,68390,131156,5436,22817,234071,52810,129943,18813,32505,11391,2166,39012,46656,16061,2830,3577,43552,50377,15808,1256,587586,533385,54201,76929,202797,16137,0.4792,39597,44.9,37.5,452956,284354,222600,146765,56032,5.9,1053,1289,7145,12734,Texas,MONTGOMERY
"Nacogdoches County, Texas",30.3,33.9,25678,1538,3833,6202,3721,2598,2033,1564,819,767,714,599,1290,13025,23442,10648,1643,2426,5928,2797,25072,9669,11526,871,3006,27906,10407,11994,2334,3171,541,280,6432,2377,841,293,428,5395,3127,1098,71,60163,47273,12890,46459,23442,3959,0.4597,21778,42.2,34.8,51893,26584,28482,14434,9008,5.1,600,666,2942,3899,Texas,NACOGDOCHES
"Nueces County, Texas",34.5,36.7,157580,2422,16491,27669,49872,21247,7339,18958,1767,1760,4971,3438,1646,72021,129987,58864,8747,20278,33208,8890,141627,55047,65053,4727,16800,146568,46899,68674,12869,18126,5199,1639,36088,17204,4072,988,2179,31994,16786,9383,988,354405,298164,56241,54560,129987,24938,0.4609,27517,43.1,37.7,283111,164776,149961,76457,53530,5,829,997,13234,19327,Texas,NUECES
"Orange County, Texas",35.9,41,37039,2312,3723,6574,6512,4890,2978,3797,1891,1843,1831,487,201,18548,30047,15306,1578,3400,7949,1814,32808,11703,15814,1127,4164,33777,6694,18150,3765,5168,1323,189,11440,2443,761,37,143,10821,3973,1064,0,82529,73450,9079,56420,30047,4850,0.4225,28425,42.4,37.2,65739,38767,37740,22382,7665,5.6,698,730,3072,3788,Texas,ORANGE
"Parker County, Texas",38.1,40.7,58242,2072,5950,5305,6082,7257,3796,8166,2164,2710,7016,5257,2467,32233,46238,28854,1286,4181,10482,1435,54348,15483,32562,1228,5075,56081,12822,31491,5007,6761,1810,350,14489,8195,2667,605,394,14876,8177,4488,141,136635,126148,10487,72004,46238,3904,0.4491,35297,43.5,38.8,108544,62785,50820,36586,9652,6.1,852,1119,2349,6010,Texas,PARKER
"Potter County, Texas",33.4,34.6,50433,1459,7137,9368,17556,6695,1755,3186,254,263,962,860,938,27084,45550,18100,3286,7175,14775,2214,46857,17507,20988,1749,6613,44709,11510,23171,3733,6295,1511,562,13932,3851,1394,296,1563,11180,4129,1230,43,112439,90372,22067,40797,45550,5896,0.4914,21674,42.9,38.1,90107,52488,50176,23370,22180,5,663,785,4552,8263,Texas,POTTER
"Randall County, Texas",34.8,37.7,69639,2366,8914,11494,18402,11999,2897,5451,970,906,1944,2965,1331,30252,49457,27665,1320,5167,13947,1358,53528,16722,31588,961,4257,55813,14415,29556,4973,6869,1529,399,11694,9756,2585,791,316,7868,13402,3733,397,133515,123350,10165,70108,49457,2737,0.4182,34515,43.9,36.8,107027,73018,55241,36590,12867,5.5,773,949,1846,4056,Texas,RANDALL
"Rockwall County, Texas",38.8,37.5,45699,665,2249,3669,4748,4500,3264,6859,2155,3119,6218,7585,668,24986,34590,25575,1103,2685,4395,832,37423,7466,28020,482,1455,40823,8951,27069,1638,3165,1369,215,7054,8009,3529,1183,107,6156,9226,3871,285,99787,94785,5002,100595,34590,1223,0.3815,39092,43.2,36.2,76544,50140,35832,28904,5686,7.4,1574,1787,665,899,Texas,ROCKWALL
"San Patricio County, Texas",34.8,38.4,27036,1170,4090,3440,3524,3178,2323,3249,1763,861,2088,927,423,14949,22202,11357,1353,3525,5302,665,26382,9604,12984,863,2931,25865,7097,13026,2729,3013,1168,433,5813,1889,761,0,471,7551,2781,1091,66,65952,53998,11954,55018,22202,5137,0.4329,24120,42,37.8,51109,27963,28478,15542,6660,5.3,790,969,3073,4756,Texas,SAN PATRICIO
"Smith County, Texas",35,38.2,97539,2233,8294,17008,15651,15595,5176,19673,2278,2545,5738,1281,2067,46135,77330,41326,3088,10268,19665,2983,87031,28995,47623,1252,9161,96001,24714,48548,9531,13208,1912,915,17205,12448,4731,1407,1101,17149,14909,6044,853,225242,190501,34741,58226,77330,8759,0.4846,29069,41.3,37.6,179671,104522,91101,51872,25458,5.4,785,900,4426,10540,Texas,SMITH
"Tarrant County, Texas",33.7,35.5,976438,15306,68605,117545,144885,149042,68868,166634,42634,45996,90721,46876,19326,485799,722473,357527,40446,104945,177065,42490,787677,293772,405887,14971,73047,841075,264538,410228,58718,107591,30285,11845,157906,135439,51572,8815,12457,167772,151675,58019,6144,2059740,1810672,249068,66063,722473,78626,0.4651,32939,42.5,37.4,1600241,1044561,779037,429446,293027,5.4,942,1179,29216,54698,Texas,TARRANT
"Taylor County, Texas",30.9,34.6,61664,2294,12929,17002,15546,7489,799,2328,354,275,871,714,1063,28987,49811,23817,2356,6515,13428,3695,52546,17844,27194,1723,5785,56123,17335,26233,4435,8120,1679,644,9824,8062,2488,601,518,14710,6760,2601,231,131275,109346,21929,47508,49811,6945,0.444,25473,43.3,36.2,106512,61833,57793,28794,21017,5.3,732,885,4068,7140,Texas,TAYLOR
"Tom Green County, Texas",32.7,35.8,54853,2490,10111,11023,18354,6007,1124,1997,282,165,667,1495,1138,25315,43301,20048,3013,5265,12527,2448,46946,17464,22093,2231,5158,47230,13420,23278,3134,7398,1778,298,13679,6180,1628,486,475,11654,6858,1924,113,111904,93693,18211,52283,43301,4785,0.4595,27617,43.7,36.5,92523,53524,48619,26960,16341,5.1,731,821,3538,5113,Texas,TOM GREEN
"Travis County, Texas",34.2,34.9,629630,11337,47844,69221,104510,107334,50213,102380,21728,22315,59188,26375,7185,245107,486548,211324,22034,48109,147490,57591,514654,222599,239574,7201,45280,506239,180967,237321,26191,61760,14463,6850,71153,137128,58102,13888,7193,67596,142135,58376,10631,1223047,1074752,148295,76392,486548,39031,0.4895,44782,41.9,37.6,1008923,706327,527786,251642,234906,4.9,1162,1437,15394,29811,Texas,TRAVIS
